,popularity,top_casts_popularity_avg,casts_popularity_sum,crews_popularity_sum,budget,revenue,vote_count,is_good
908,7.074,1.423,9.563,4.256,500000.0,500000.0,9,0
909,15.722,3.0154000000000005,19.809,11.172,19000000.0,40996665.0,421,0
910,20.367,9.884600000000002,87.21900000000002,30.62400000000001,13000000.0,54837234.0,1401,0
911,14.603,12.63,92.39,15.458,80000000.0,266728738.0,1119,0
912,9.569,5.7848,42.04,13.493999999999998,2300000.0,10000000.0,220,0
913,12.267,0.8093999999999999,4.647,5.773,120000.0,484592.0,389,1
914,26.377,7.49,57.43700000000001,30.638000000000005,50000000.0,119137784.0,964,0
915,4.414,2.6486,31.173000000000002,7.4,8000000.0,18000000.0,43,0
916,5.809,8.5654,52.775,6.662000000000001,18000000.0,1528163.0,9,0
917,39.992,10.0174,105.652,25.32200000000001,40000000.0,123494610.0,2495,0
918,32.828,13.765999999999998,139.76999999999998,60.736,65000000.0,156974557.0,2648,0
919,15.469,9.5484,80.744,10.894999999999998,50000000.0,171269535.0,1615,0
920,11.577,4.9592,43.287,19.868000000000013,12820005.0,81927980.0,461,1
921,10.294,18.7518,180.368,49.10399999999999,15700000.0,23570541.0,1116,0
922,14.071,6.1658,69.03399999999999,13.22,13200000.0,15171476.0,509,0
923,3.108,1.4746,20.288,5.4079999999999995,500000.0,500000.0,12,0
924,2.436,2.4742000000000006,18.096,28.12,7500000.0,2000000.0,12,0
925,23.555,7.678400000000001,64.817,86.33199999999997,50000000.0,41037742.0,3675,0
926,8.732000000000001,4.7208,57.32600000000001,22.341000000000005,4000000.0,9800000.0,309,0
927,4.145,1.6976,18.442,14.579999999999998,310000.0,2300000.0,38,0
928,8.977,5.7974000000000006,34.103,5.4700000000000015,9000000.0,34573780.0,86,0
929,12.123,10.832,103.84700000000001,57.258,10000000.0,54999651.0,768,0
930,11.55,7.7414,43.27100000000001,4.505,6500000.0,1548955.0,107,0
931,70.36,12.695200000000002,188.65000000000003,210.771,250000000.0,392952373.0,6189,0
932,9.073,8.1804,67.703,29.50800000000001,15000000.0,12308521.0,48,0
933,22.315,4.6618,32.626000000000005,12.769,4000000.0,2363584.0,270,0
934,7.797999999999999,4.2696,57.92399999999999,29.39400000000001,31000000.0,53208180.0,940,0
935,10.374,3.8016,38.768,20.192,6000000.0,12500000.0,152,0
936,23.842,10.345999999999998,113.20499999999998,62.376999999999995,140000000.0,431971116.0,2500,0
937,12.117,11.7026,99.261,24.065,16000000.0,12434778.0,467,0
938,13.057,4.5048,40.576,44.474,40000000.0,31670620.0,427,0
939,14.884,2.9428,72.54299999999998,47.87400000000001,1752000.0,5000000.0,1646,1
940,7.276,2.4156000000000004,16.480999999999998,19.130000000000006,3000000.0,11000000.0,100,0
941,7.745,2.6546,99.36399999999999,11.329,1000000.0,464991.0,4,0
