,popularity,casts_popularity_sum,crews_popularity_sum,budget,revenue,vote_count,is_good
412,15.989,28.346999999999998,30.690000000000005,9900000.0,2400000.0,1011,0
413,1.675,202.07600000000005,63.35800000000001,110000000.0,407711549.0,7798,0
414,16.352,77.29999999999998,54.86099999999999,45000000.0,92374674.0,1446,0
415,17.767,90.586,7.664999999999999,35000000.0,61746888.0,641,0
416,10.916,60.79,26.204000000000004,6000000.0,3661757.0,139,0
417,11.567,42.04600000000001,9.761,20000000.0,8016708.0,98,0
418,19.02,54.89100000000001,77.32899999999997,35000000.0,15304890.0,1959,0
419,24.566,203.786,112.05799999999998,170000000.0,299457024.0,5075,0
420,22.327,105.30799999999999,41.72400000000001,120000000.0,59522646.0,1672,0
421,6.729,33.875,15.896999999999995,4500000.0,432671.0,53,0
422,13.412,70.15499999999999,37.13800000000001,22000000.0,9479718.0,474,0
423,38.904,69.878,64.01299999999999,40000000.0,127233108.0,2781,0
424,4.663,31.484,11.057999999999998,20000000.0,31244858.0,58,0
425,14.575,66.36,34.98100000000001,30000000.0,14110589.0,413,0
426,53.367,54.095,140.92199999999997,30000000.0,80509622.0,1994,0
427,10.181,34.292,57.681999999999995,27000000.0,16504936.0,391,0
428,19.249,51.95400000000001,81.92700000000002,22000000.0,851517.0,504,0
429,9.657,35.887,20.806000000000008,439000.0,2281000.0,97,0
430,24.163,82.359,40.036,18000000.0,42067430.0,2380,0
431,11.745,61.91100000000001,31.029,30000000.0,15368897.0,148,0
432,10.016,55.00700000000001,18.164000000000005,5000000.0,11724119.0,512,0
433,14.75,75.717,13.114,60000000.0,127766650.0,1176,0
434,35.549,130.83,158.7839999999999,70000000.0,161025640.0,5210,0
435,8.591000000000001,32.408,15.169999999999998,6000000.0,12353768.0,171,0
436,5.7170000000000005,23.475,24.006,9400000.0,2200000.0,63,0
437,24.838,100.56699999999998,71.71799999999995,15774948.0,741875.0,1125,0
438,2.814,12.646999999999998,17.380000000000006,6400000.0,2556911.0,23,0
439,8.888,41.963,27.777000000000008,15000000.0,10443316.0,70,0
440,9.077,33.171,2.416,10500000.0,26325256.0,48,0
441,16.378,123.69399999999996,63.002,15000000.0,76196538.0,1080,0
442,1.829,17.645,17.904,1500000.0,7800000.0,27,0
443,12.698,93.12700000000001,29.35500000000001,70000000.0,56702901.0,280,0
444,4.75,45.035,7.6,12000000.0,875898.0,22,0
445,100.445,110.17199999999998,117.075,50000000.0,44664690.0,2350,0
446,10.568,44.167,32.653,20000000.0,31678778.0,155,0
447,8.664,83.18700000000003,10.083999999999998,28000000.0,31596911.0,421,0
448,44.213,99.84899999999998,57.75400000000001,40000000.0,125729635.0,2492,0
449,66.642,230.07700000000008,490.3259999999999,140000000.0,370569774.0,16572,0
450,3.5810000000000004,11.925999999999998,30.780000000000005,4200000.0,10000000.0,35,0
451,10.222,41.736,17.086000000000002,30000000.0,12017369.0,115,0
452,2.484,16.014999999999993,24.31600000000001,18000000.0,1500000.0,32,0
453,9.928,80.294,38.341,2000000.0,1275000.0,91,0
454,13.018,45.247,18.086,15000000.0,3038499.0,64,0
455,24.426,79.541,20.182000000000002,14000000.0,10076790.0,1054,0
456,11.603,72.738,19.945000000000007,8000000.0,529766.0,247,0
457,9.382,46.54400000000001,10.959,5000000.0,17872796.0,344,0
458,10.332,37.236,13.442,28000000.0,669276.0,72,0
459,10.999,74.40499999999999,10.65,23000000.0,22844291.0,224,0
460,12.338,34.912,14.989,4000000.0,800000.0,50,0
461,3.519,12.999999999999998,5.66,250000.0,340147.0,18,0
462,18.924,205.22299999999998,9.099,56000000.0,142044638.0,1709,0
463,9.434,56.172,11.957,300000.0,8000000.0,288,0
464,15.943,102.28299999999999,14.687999999999999,25000000.0,55443032.0,212,0
465,66.123,152.97799999999995,114.045,104000000.0,410902662.0,7591,0
466,13.284,156.67700000000005,75.11,55000000.0,100230832.0,1167,0
467,56.417,116.635,32.881,100000000.0,142337240.0,3551,0
468,15.692,90.568,52.449,50000000.0,49718611.0,526,0
469,10.425,29.991,24.98300000000001,15000000.0,40577001.0,735,0
470,15.807,87.85900000000002,23.156,18000000.0,41009669.0,1058,0
471,11.289,54.918,57.773,17000000.0,17185632.0,938,0
472,6.2620000000000005,22.503,14.750999999999998,8000000.0,1997807.0,42,0
473,16.293,66.666,20.149,24000000.0,23510601.0,208,0
474,12.738,77.81899999999997,24.75500000000001,3800000.0,1016985.0,200,0
475,12.629,143.578,31.801,45000000.0,94935764.0,698,0
476,46.923,100.92499999999997,88.57099999999996,95000000.0,73515024.0,614,0
477,6.934,11.027999999999999,10.954999999999998,7000000.0,1310673.0,96,0
478,12.544,29.003,39.923,20000000.0,35841901.0,285,0
479,0.997,17.634,3.4080000000000004,3800000.0,559298.0,4,0
480,15.130999999999998,79.60300000000002,72.31699999999995,20000000.0,37597471.0,723,0
481,15.826,94.06199999999995,137.849,100000000.0,211989043.0,1233,0
482,11.049,72.43199999999997,12.790999999999995,20000000.0,1017401.0,308,0
483,24.644,36.791,100.64,40000000.0,68766121.0,2046,0
484,11.164,49.557,32.306,30000000.0,16316273.0,536,0
485,14.682,75.66499999999998,20.817,20000000.0,5716080.0,392,0
486,28.645,101.178,27.81400000000001,120000000.0,242688965.0,4285,0
487,16.202,63.378,11.284,90000000.0,182290266.0,1455,0
488,2.556,14.777000000000001,5.4,770000.0,3100000.0,4,0
489,9.433,18.982000000000006,7.4,3000000.0,1449945.0,35,0
490,16.05,85.186,18.896000000000004,8000000.0,16856124.0,428,0
491,4.908,14.005,12.839999999999998,35000000.0,117270765.0,3,0
492,160.137,179.59199999999996,112.635,200000000.0,252442974.0,4457,0
493,11.822,48.38399999999999,14.535,10000000.0,9950133.0,237,0
494,24.583,216.947,53.786,40000000.0,134734481.0,2520,0
495,20.663,110.80499999999996,60.228,7000000.0,3377430.0,2922,0
496,15.165,33.996,11.091999999999995,10000000.0,408680.0,404,0
497,16.974,36.441,13.191999999999998,1700000.0,8844595.0,548,0
498,10.673,101.31199999999995,73.66999999999997,10000000.0,2494480.0,408,0
499,19.595,100.275,114.45399999999998,60000000.0,102367405.0,1062,0
500,15.708,131.227,22.88900000000001,6500000.0,11850214.0,1337,0
